timestamp,voltage,soc,soh
2026-03-10T14:30:35.764864,25.19,99.17637829969188,99.99
2026-03-10T14:30:36.771824,25.19,98.79186482971821,99.97999999999999
2026-03-10T14:30:37.776880,25.15,98.0761094226674,99.96999999999998
2026-03-10T14:30:38.791760,25.13,97.52434224206182,99.95999999999998
2026-03-10T14:30:39.804320,25.16,97.4919155779968,99.94999999999997
2026-03-10T14:30:40.818580,25.14,97.43573694510778,99.93999999999997
2026-03-10T14:30:41.826779,25.09,97.01777292208651,99.92999999999996
2026-03-10T14:30:42.834966,25.13,96.8016840748192,99.91999999999996
2026-03-10T14:30:43.845520,25.09,96.02657835693988,99.90999999999995
2026-03-10T14:30:44.875267,25.06,95.86770734607705,99.89999999999995
2026-03-10T14:34:58.346359,25.19,99.15958575641649,99.99
2026-03-10T14:34:59.355275,25.16,98.32201426667508,99.97999999999999
2026-03-10T14:35:00.369106,25.15,98.23101594429995,99.96999999999998
2026-03-10T14:35:01.373584,25.14,97.26295420106233,99.95999999999998
2026-03-10T14:35:02.388094,25.11,96.90653275685914,99.94999999999997
2026-03-10T14:35:03.402527,25.03,96.28667105886707,99.93999999999997
2026-03-10T14:35:04.416257,25.04,96.06386671340618,99.92999999999996
2026-03-10T14:35:05.426218,25.05,95.18995540948946,99.91999999999996
2026-03-10T14:35:06.426756,25.07,95.03862696938876,99.90999999999995
2026-03-10T14:35:07.437226,25.06,94.04552709343092,99.89999999999995
2026-03-11T09:45:22.932500,25.17,99.47898088563976,99.99
2026-03-11T09:45:22.932812,25.18,99.05217483729838,99.97999999999999
2026-03-11T09:45:22.933040,25.12,98.09663892464424,99.96999999999998
2026-03-11T09:45:22.933238,25.11,97.44890476898703,99.95999999999998
2026-03-11T09:45:22.933404,25.11,97.16762103354884,99.94999999999997
2026-03-11T09:45:22.933549,25.08,97.14635914648869,99.93999999999997
2026-03-11T09:45:22.933689,25.07,96.81442031569529,99.92999999999996
2026-03-11T09:45:22.933815,25.07,96.59505375830355,99.91999999999996
2026-03-11T09:45:22.933941,25.04,96.52326852255243,99.90999999999995
2026-03-11T09:45:22.934070,24.98,95.89604578948655,99.89999999999995
2026-03-11T09:45:22.934193,24.93,94.97299118877376,99.88999999999994
2026-03-11T09:45:22.934312,24.93,94.68205177355009,99.87999999999994
2026-03-11T09:45:22.934433,24.88,94.06469310987626,99.86999999999993
2026-03-11T09:45:22.934560,24.84,93.56287850835508,99.85999999999993
2026-03-11T09:45:22.934750,24.75,92.57733962830052,99.84999999999992
2026-03-11T09:45:22.934873,24.8,92.53200484773299,99.83999999999992
2026-03-11T09:45:22.935001,24.73,92.13150067330582,99.82999999999991
2026-03-11T09:45:22.935120,24.72,91.35007107900687,99.81999999999991
2026-03-11T09:45:22.935239,24.7,91.22855406612685,99.8099999999999
2026-03-11T09:45:22.935445,24.7,91.10576808610558,99.7999999999999
2026-03-11T09:45:22.935624,24.69,90.74040287961236,99.78999999999989
2026-03-11T09:45:22.935778,24.7,90.10139325849414,99.77999999999989
2026-03-11T09:45:22.935920,24.69,89.66236996885,99.76999999999988
2026-03-11T09:45:22.936056,24.65,88.68936968554318,99.75999999999988
2026-03-11T09:45:22.936189,24.69,88.58799262471254,99.74999999999987
2026-03-11T09:45:22.936314,24.68,88.3014713374844,99.73999999999987
2026-03-11T09:45:22.936444,24.67,87.76882364116926,99.72999999999986
2026-03-11T09:45:22.936566,24.68,87.54740782549443,99.71999999999986
2026-03-11T09:45:22.936719,24.72,87.48733198072416,99.70999999999985
2026-03-11T09:45:22.936966,24.68,86.82770524446055,99.69999999999985
2026-03-11T09:45:22.937159,24.68,86.36149228420017,99.68999999999984
2026-03-11T09:45:22.937313,24.66,85.81967964462879,99.67999999999984
2026-03-11T09:45:22.937451,24.68,85.76787233643024,99.66999999999983
2026-03-11T09:45:22.937582,24.65,84.87881492282956,99.65999999999983
2026-03-11T09:45:22.937707,24.68,83.90178273633408,99.64999999999982
2026-03-11T09:45:22.937832,24.67,83.29476572722375,99.63999999999982
2026-03-11T09:45:22.937959,24.66,82.51854726656441,99.62999999999981
2026-03-11T09:45:22.938085,24.65,81.59972541498259,99.6199999999998
2026-03-11T09:45:22.938206,24.65,80.64656179301599,99.6099999999998
2026-03-11T09:45:22.938363,24.69,80.44308405253085,99.5999999999998
2026-03-11T09:45:22.938636,24.67,79.52853019656553,99.58999999999979
2026-03-11T09:45:22.938811,24.64,78.53659984192088,99.57999999999979
2026-03-11T09:45:22.938972,24.67,78.09073613946589,99.56999999999978
2026-03-11T09:45:22.939117,24.67,77.74706420664837,99.55999999999977
2026-03-11T09:45:22.939258,24.66,77.65226450179051,99.54999999999977
2026-03-11T09:45:22.939402,24.66,76.92182756984353,99.53999999999976
2026-03-11T09:45:22.939571,24.68,76.89521742424809,99.52999999999976
2026-03-11T09:45:22.939719,24.65,76.46618161664053,99.51999999999975
2026-03-11T09:45:22.939998,24.65,76.32930737249148,99.50999999999975
2026-03-11T09:45:22.940159,24.66,75.97542711083648,99.49999999999974
2026-03-11T09:45:22.940306,24.64,75.4424672513218,99.48999999999974
2026-03-11T09:45:22.940446,24.66,74.54609176374288,99.47999999999973
2026-03-11T09:45:22.940606,24.66,74.40429387215306,99.46999999999973
2026-03-11T09:45:22.940739,24.67,74.37333507934476,99.45999999999972
2026-03-11T09:45:22.940862,24.66,73.99140960333983,99.44999999999972
2026-03-11T09:45:22.940985,24.63,73.00273118598157,99.43999999999971
2026-03-11T09:45:22.941111,24.62,72.42057824099233,99.42999999999971
2026-03-11T09:45:22.941235,24.65,71.7707584830802,99.4199999999997
2026-03-11T09:45:22.941356,24.62,71.12288394476879,99.4099999999997
2026-03-11T09:45:22.941474,24.61,70.17895857410078,99.3999999999997
2026-03-11T09:45:22.941599,24.63,70.11402479212869,99.38999999999969
2026-03-11T09:45:22.941757,24.63,69.2053024875043,99.37999999999968
2026-03-11T09:45:22.941880,24.63,68.42818234406496,99.36999999999968
2026-03-11T09:45:22.941999,24.63,67.9244602769592,99.35999999999967
2026-03-11T09:45:22.942116,24.62,67.30147355679028,99.34999999999967
2026-03-11T09:45:22.942234,24.62,67.22584025077651,99.33999999999966
2026-03-11T09:45:22.942352,24.61,67.009844616311,99.32999999999966
2026-03-11T09:45:22.942470,24.61,66.56919202808542,99.31999999999965
2026-03-11T09:45:22.942593,24.64,66.55473663766817,99.30999999999965
2026-03-11T09:45:22.942713,24.6,66.38207655298993,99.29999999999964
2026-03-11T09:45:22.942830,24.63,66.35177448573957,99.28999999999964
2026-03-11T09:45:22.942947,24.6,65.43553839046778,99.27999999999963
2026-03-11T09:45:22.943065,24.6,65.07339341027394,99.26999999999963
2026-03-11T09:45:22.943189,24.56,64.13844827138139,99.25999999999962
2026-03-11T09:45:22.943305,24.58,63.94442559932325,99.24999999999962
2026-03-11T09:45:22.943500,24.62,63.906870322838095,99.23999999999961
2026-03-11T09:45:22.943743,24.58,63.63105364576324,99.2299999999996
2026-03-11T09:45:22.943926,24.59,63.29965098433484,99.2199999999996
2026-03-11T09:45:22.944089,24.57,62.444965722592336,99.2099999999996
2026-03-11T09:45:22.944247,24.58,61.75938348968956,99.19999999999959
2026-03-11T09:45:22.944384,24.58,61.72229453044021,99.18999999999959
2026-03-11T09:45:22.944513,24.57,60.97904931803916,99.17999999999958
2026-03-11T09:45:22.944744,24.57,60.42283542545502,99.16999999999958
2026-03-11T09:45:22.944928,24.58,60.35581303038805,99.15999999999957
2026-03-11T09:45:22.945098,24.55,59.42449946456816,99.14999999999957
2026-03-11T09:45:22.945248,24.53,58.49286206205529,99.13999999999956
2026-03-11T09:45:22.945374,24.54,58.24493911654084,99.12999999999955
2026-03-11T09:45:22.945520,24.56,57.99638984092922,99.11999999999955
2026-03-11T09:45:22.945648,24.57,57.966215504530524,99.10999999999954
2026-03-11T09:45:22.945777,24.53,57.17329728078595,99.09999999999954
2026-03-11T09:45:22.946200,24.51,56.19261776657187,99.08999999999953
2026-03-11T09:45:22.946503,24.54,55.77604239440158,99.07999999999953
2026-03-11T09:45:22.946714,24.54,55.05877385833255,99.06999999999952
2026-03-11T09:45:22.946873,24.52,54.18121977704207,99.05999999999952
2026-03-11T09:45:22.947013,24.52,54.093489678402285,99.04999999999951
2026-03-11T09:45:22.947169,24.53,53.41360639164465,99.03999999999951
2026-03-11T09:45:22.947296,24.51,52.59569730220922,99.0299999999995
2026-03-11T09:45:22.947419,24.54,52.559077704605976,99.0199999999995
2026-03-11T09:45:22.947654,24.5,52.207134215955776,99.0099999999995
2026-03-11T09:45:22.947845,24.51,51.365087414361156,98.99999999999949
2026-03-11T09:45:22.948002,24.5,50.371436431300104,98.98999999999948
2026-03-11T09:45:22.948151,24.51,49.733215417608434,98.97999999999948
2026-03-11T09:45:22.948283,24.5,48.74792553925093,98.96999999999947
2026-03-11T09:45:22.948524,24.51,48.1792208674916,98.95999999999947
2026-03-11T09:45:22.948694,24.48,47.53295780794246,98.94999999999946
2026-03-11T09:45:22.948840,24.5,47.291804690063245,98.93999999999946
2026-03-11T09:45:22.948977,24.46,46.530601742163235,98.92999999999945
2026-03-11T09:45:22.949107,24.49,46.28444353135385,98.91999999999945
2026-03-11T09:45:22.949237,24.5,46.20861707679805,98.90999999999944
2026-03-11T09:45:22.949365,24.49,45.43232639944507,98.89999999999944
2026-03-11T09:45:22.949609,24.46,44.54833068339284,98.88999999999943
2026-03-11T09:45:22.949739,24.46,44.196741104597415,98.87999999999943
2026-03-11T09:45:22.949861,24.48,43.67833061346351,98.86999999999942
2026-03-11T09:45:22.949980,24.46,43.40499634587757,98.85999999999942
2026-03-11T09:45:22.950098,24.45,42.53101934796851,98.84999999999941
2026-03-11T09:45:22.950235,24.49,42.49220605965008,98.8399999999994
2026-03-11T09:45:22.950354,24.47,41.84417262245264,98.8299999999994
2026-03-11T09:45:22.950485,24.43,41.160132281098605,98.8199999999994
2026-03-11T09:45:22.950610,24.46,40.82076614513484,98.80999999999939
2026-03-11T09:45:22.950729,24.46,40.612918302735764,98.79999999999939
2026-03-11T09:45:22.950849,24.47,40.43587826249387,98.78999999999938
2026-03-11T09:45:22.950967,24.47,40.36462797313156,98.77999999999938
2026-03-11T09:45:22.951085,24.44,40.26343499266458,98.76999999999937
2026-03-11T09:45:22.951201,24.43,39.80745380646373,98.75999999999937
2026-03-11T09:45:22.951347,24.46,39.71079444734493,98.74999999999936
2026-03-11T09:45:22.951472,24.44,39.539240358298336,98.73999999999936
2026-03-11T09:45:22.951605,24.45,38.99381684889569,98.72999999999935
2026-03-11T09:45:22.951726,24.41,37.999349982968766,98.71999999999935
2026-03-11T09:45:22.951844,24.45,37.87830719611648,98.70999999999934
2026-03-11T09:45:22.951970,24.45,37.536286232752346,98.69999999999933
